ID,label,description
Q2755547,Individualsport,"Antonym zu Mannschaftssport für Sportarten, die überwiegend auf den Leistungen des Individuums basieren"
Q15494038,Esperanto-Organisation,Organisation
Q33215,konstruierte Sprache,"Sprache, die für einen bestimmten Zweck konstruiert wurde"
Q1790577,Plansprache,"menschliche Sprache, die sich aus einem bewussten und planmäßigen Projekt entwickelt hat"
Q216048,Mannschaftssport,"sportlicher Wettbewerb, bei dem Gruppen oder Mannschaften gegeneinander antreten"
Q1423891,Kirchenamtsträger,Person mit dauerhafter Übertragung von religiösen Aufgaben
Q2259532,Kleriker,Angehöriger des geistlichen Standes
Q9826,Highschool,weiterführende Schule des sekundären Bildungsbereichs in verschiedenen Ländern
Q346575,evangelische Kirche,christliche Kirche in der Tradition der Reformation
Q476028,Fußballverein,"Sportverein, der Vereinsmannschaften für den Fußballsport aufstellt"
Q178706,Institution,"Regelsystem, das soziales Verhalten und Handeln von Individuen, Gruppen und Gemeinschaften formt, stabilisiert und lenkt oder gesellschaftliche Einrichtungen"
Q16970,Kirchengebäude,Gebäude errichtet für Andacht und Gottesdienste einer christlichen Religionsgemeinschaft
Q120560,Basilica minor,"Ehrentitel, den der Papst bedeutenden Kirchengebäuden verleiht"
Q201658,Filmgenre,"Gruppe von Filmen, die unter einem spezifischen Aspekt Gemeinsamkeiten aufweisen"
Q11424,Film,Kunstform bewegter Bilder
Q5967378,Phantastik,Literatur- und Filmgenre
Q974144,Erzieher,pädagogische Fachkraft
Q498162,Census-Designated Place,"politisch unselbständige Gebiete in den USA, definiert durch den United States Census"
Q13415368,County von Virginia,Verwaltungseinheit in Virginia
Q11774156,Memoirenschreiber,Autor von Memoiren
Q18814623,Autobiograf,Verfasser einer Autobiografie
Q1030814,Catch-all-Partei,"politische Partei, die versucht, Menschen mit unterschiedlichen Standpunkten zu gewinnen"
Q1351282,Kronkolonie,im britischen Staatsrecht die von der Krone durch einen Gouverneur verwaltete Besitzung
Q19953632,ehemalige gebietsmäßige Einheit,aufgelöste Verwaltungseinheit
Q26398,öffentlich-rechtlicher Rundfunk,Programm und Organisationsstruktur der öffentlich-rechtlichen Hörfunk- und Fernsehanstalten
Q4594605,Stadtrat,Mitglied der Gemeindevertretung
Q114953,Vergiftung,toxischer Effekt eines biologischen oder chemischen Mittels
Q11124885,Kampfsportler,"Person, die Kampfkunst ausübt"
Q515,Stadt,"größere, zentralisierte und abgegrenzte Siedlung (nach Anzahl der Einwohner)"
Q10774753,Performancekünstler,Performances darbietender Künstler
Q12202,Schlaganfall,Akuter Verschluss von Arterien zum oder im Gehirn mit Absterben von Gehirnzellen
Q426199,Hirnblutung,Blutungen im Inneren des Hirnschädels
Q16287483,Publizist,"Journalist, Schriftsteller oder Wissenschaftler, der mit eigenen Beiträgen an der öffentlichen Meinungsbildung zu aktuellen Themen teilnimmt"
Q667509,Gemeinde in Österreich,unterste Ebene der österreichischen Verwaltungsgliederung
Q13539802,Ort mit Stadtrecht,Ort mit Stadtrecht
Q253030,Oberzentrum,zentraler Ort der höchsten Stufe
Q537250,Bundesstadt,Von unter anderem den Städten Bern und Bonn getragenen Titel
Q627325,Grafikdesigner,Beruf
Q17343829,gemeindefreies Gebiet in den Vereinigten Staaten,"Gebiet in den Vereinigten Staaten, das nicht der kommunalen Selbstverwaltung sondern staatlicher Verwaltung unterliegt, meist unbewohnt"
Q747074,Gemeinde in Italien,unterste Ebene der Gebietskörperschaften Italiens
Q2341443,Instrumentenbauer,Handwerksberuf
Q13218357,City in Kalifornien,Verwaltungseinheit im US-Bundesstaat Kalifornien
Q10333969,Museologe,Spezialist in Museumskunde
Q18593264,Sammel- oder Ausstellungsstück,Definiert die Eingenschaften und Klassen für Objekte die eine Inventarnummer haben können
Q3630699,Spieledesigner,"Person, die Spiele oder Computerspiele entwickelt"
Q484652,internationale Organisation,Zusammenschluss von mindestens zwei Staaten oder anderen Völkerrechtssubjekten
Q11063,Astronom,Wissenschaftler der Himmelskörper untersucht
Q755707,Kommune in Norwegen,Verwaltungseinheit in Norwegen
Q170790,Mathematiker,Person mit weitreichenden mathematischen Kenntnissen
Q1093829,City in den Vereinigten Staaten,amerikanische Verwaltungseinheit
Q11016,Technologie,"Herstellung, Modifikation, Benutzung von Werkzeugen, Maschinen, Techniken, Fahrzeugen, Systemen und Methoden der Organisation"
Q5268834,Informations- und Kommunikationstechnik,Technik im Bereich der Information und Kommunikation
Q7406919,Dienstleistung,immaterielles Gut zur Deckung eines Bedarfs
Q82594,Informatiker,Berufsbezeichnung
Q349,Sport,gezielte körperliche Aktivität
Q179226,Reiten,Fortbewegungsart des Menschen auf dem Rücken eines Pferdes
Q2983893,Stadtteil,Teilgebiet einer Stadt
Q15911314,Verband,Gruppe von Einzelpersonen (natürliche Personen) oder Körperschaften (juristische Personen) aller Art
Q2357239,Sporttourismus,Ausübung von Sport mit touristischen Aspekten
Q261543,Bundesland in Österreich,Gliedstaat der bundesstaatlich organisierten Republik Österreich
Q184872,Erholung,Rückgewinnung verbrauchter Kräfte und Wiederherstellen der Leistungsfähigkeit
Q22857,Klettern,"Fortbewegung mit Armen und Beinen, Sportart"
Q1517895,Allgemeininfektion,"Infektionskrankheit, bei der Krankheitserreger über eine Eintrittspforte in den Organismus gelangen"
Q1790480,Sprachmittler,Oberbegriff für Übersetzer und Dolmetscher
Q27801,Sachliteratur,"Genre von Büchern, steht im Gegensatz zu fiktionaler Literatur"
Q1665984,interdisziplinäre Wissenschaft,dauerhaft etabliertes fachübergreifendes Wissenschaftsgebiet
Q21201,Soziologie,Wissenschaft der empirischen und theoretischen Erforschung des sozialen Verhaltens
Q1143546,Kulturwissenschaft,interdisziplinäre Fachrichtung
Q49773,soziale Bewegung,"kollektiver Akteur, der formell organisiert ist oder lediglich informell zusammen kommt"
Q1406161,Sujet,Gegenstand eines Kunstwerkes
Q12909644,politische Ideologie,"Weltanschauung, die eine soziale, politische und wirtschaftliche Organisation des menschlichen Lebens befürwortet"
Q223569,Frauenrechte,Menschenrechte
Q578,Jahrhundert,Zeitspanne von einhundert Jahren
Q840454,Westslawen,Slawische Völker in Osteuropa
Q215536,Kaufmann,"Person, die erwerbsmäßig ein Geschäft tätigt (Vollkaufmann, Geschäftsmann)"
Q15636229,Chirurgischer Eingriff,therapeutischer Eingriff mit Durchtrennung der  Körperwand
Q431603,Interessenvertretung,"Gruppe, die die Interessen einer bestimmten gesellschaftlichen Gruppe definieren und vertreten soll"
Q1935049,militärische Ausbildungsstätte,schulisch oder universitär organisierte Bildungseinrichtung für Militärpersonal
Q1241568,Soldatenfriedhof,"Grabstätte, auf der während eines Krieges gefallene Soldaten beerdigt sind"
Q2073075,Pestfriedhof,ab dem Mittelalter abseits der Siedlungszentren angelegter Begräbnisplatz zur schnellen Bestattung von Seuchenopfern
Q337567,Stillgewässer,natürliche oder künstlich geschaffene Gewässer
Q2221906,geographische Lage,geografischer Punkt oder Gebiet
Q2507626,Wasserbereich,"Bereich mit Wasser, abgegrenzt durch natürliche oder künstliche Begrenzungen"
Q279330,Bronchospasmus,Krankheit
Q32880,Baustil,regional oder international bedeutsamer Stil in der Architektur
Q968159,Kunstströmung,"Kunststil, getragen von einer Gruppe oder einem gemeinsamen Ziel verbunden, häufig zeitverbunden"
Q848197,Fraktion,Freiwilliger Zusammenschluss von Abgeordneten in einem Parlament oder anderen politischen Gremium
Q160117,Makler,Vermittler einer Gelegenheit zum Abschluss von Verträgen
Q1767829,Volluniversität,"Hochschule, an der das Studium der grundlegendsten wissenschaftlichen Fachbereiche möglich ist"
Q532,Dorf,zumeist kleine Gruppensiedlung
Q53121,Fahrradfahren,Fortbewegung auf einem Fahrrad
Q82794,Region,spezifizierbares Teilgebiet des geographischen Raums
Q1620908,historische Landschaft,geschichtswissenschaftlicher Forschungsbegriff des 20. Jahrhunderts in der historischen Geographie
Q727781,lateinamerikanische Musik,"Sammelbegriff für die Tänze, Rhythmen und Stile der Musik aus Lateinamerika"
Q58339,Disco,Musikgenre
Q20202269,musikalischer Terminus,Metaklasse
Q685884,Vokalmusik,"Genre der Musik, in der gesungen oder gesprochen wird"
Q15296811,Zeichner,"Person, die zeichnet"
Q3501317,Modedesigner,Beruf
Q11338576,Boxer,"Person, die den Boxsport ausübt"
Q13393265,Basketballteam,"Sportler, die zusammen Basketball spielen"
Q358,Kulturdenkmal,Zeugnis einer Kultur und von künstlerischem und historischem Wert
Q2065736,Kulturgut,etwas was als kultureller Wert Bestand hat und bewahrt wird
Q778000,Ausbildungsberuf,"beruflichen Tätigkeiten, die im Rahmen eines Ausbildungsverhältnisses im dualen System erlernt werden können"
Q1294787,Handwerker,Gruppe von Berufen
Q1104185,Coaching,Unterstützung beim Entwickeln eigener Lösungen
Q56019,Dienstgrad beim Militär,Stellung einer Person innerhalb einer Militärischen Rangordnung
Q189290,Offizier,Soldat mit Führungsaufgaben
Q1054718,Nephropathie,Nierenerkrankung
Q13641482,Nierentumor,Krankheit
Q41583,Trainer,"Person, die andere Menschen in ihren Fertigkeiten trainiert"
Q13415036,Rugbyspieler,"Sportler, der an Rugby-Turnieren teilnimmt"
Q2891167,Bootsführer,"Fachmann, der ein Flussboot, einen Lastkahn, ein Schubboot oder einen Flusskonvoi führt"
Q21368803,Rudern,Fortbewegungsmethode auf dem Wasser mit Rudern
Q5378,Rugby,Sportart
Q56433,goidelische Sprachen,keltische Sprachfamilie
Q5386,Automobilsport,Form des Motorsports
Q180673,zeremonielle Grafschaften Englands,"Gebietseinheiten in England, die einem Lord Lieutenant, dem persönlichen Repräsentanten des britischen Monarchen, zugewiesen sind"
Q769603,Non-metropolitan county,Verwaltungseinheit in England
Q2207288,Handwerk,"gewerbliche Tätigkeit, die Produkte meist auf Bestellung fertigt oder Dienstleistungen auf Nachfrage erbringt"
Q83440,Country-Musik,US-amerikanische populäre Volksmusik
Q6452410,Christliche Musik,Musik mit christlich unterlegten Texten
Q1393724,Faktion,Untergruppe einer Partei oder einer anderen im weitesten Sinne politisch tätigen Organisation
Q636497,Typus,"Charaktertypus, literarischer oder sozialer Stereotyp"
Q25535646,Held,literarischer Typus
Q184644,Konservatorium,Einrichtung für die Ausbildung von Musikern und Musikpädagogen
Q1776724,Theaterleiter,eigenverantwortlicher Leiter eines Theaters
Q2405480,Sprecher,"Sprecher im künstlerischen Bereich, wie Hörspiel-, Videospiel- oder Synchronsprecher"
Q245065,zwischenstaatliche Organisation,staatliche internationale Organisation
Q1896989,Völkerrechtssubjekt,juristischer Begriff
Q9394993,Schlittschuhläufer,"Person, die mit Schlittschuhen über Eis läuft"
Q779272,Schlittschuhlaufen,Fortbewegung mit Schlittschuhen
Q1622659,Hockeysport,Gruppe von Sportarten
Q35032,Orthodoxe Kirchen,christliche Kirchen des byzantinischen Ritus
Q8346700,Objekt des kulturellen Erbes Russlands,"Denkmäler, Stätten oder Gegenstande, die aufgrund ihres kulturellen, historischen, künstlerischen oder architektonischen Interesses gesetzlich geschützt sind"
Q190652,Zentralkomitee,oberstes Entscheidungsgremium in kommunistischen Parteien
Q15063611,City in New York,Verwaltungseinheit im US-Bundesstaat New York
Q943995,Impresario,"veraltet für Intendant, früher oft auch Finanzierer von Konzerten, Theater- und Opernaufführungen"
Q188509,Vorort,Siedlung am Stadtrand einer größeren Stadt
Q2511322,Lycée,weiterführende Schule in Frankreich
Q1898104,Myeloproliferative Erkrankung,Gruppe von Bluterkrankungen
Q2700922,Uhrmacher (größere Uhren),"Handwerker, der Uhren produziert und repariert"
Q31207,Gesundheitsversorgung,"Sammelbegriff für alle Aktivitäten, die der Diagnose, Behandlung und Vorbeugung von Krankheiten dienen"
Q483677,Pseudowissenschaft,"Begriff für Behauptungen, Lehren, Theorien, Praktiken und Institutionen, die beanspruchen, wissenschaftlich zu sein bzw. scheinbar wissenschaftlich sind, aber die Ansprüche nicht erfüllen"
Q54935504,Stadt gemäss BFS,"Stadt gemäss Bundesamt für Statistik, Schweiz"
Q1320276,Hypovolämie,Krankheit
Q1391083,Facharbeiter,"Person, die eine technische oder gewerbliche Berufsausbildung erfolgreich absolviert hat"
Q16314501,Enzyklopädist,Verfasser oder Herausgeber von Enzyklopädien
Q165192,Schwede,germanische Titularnation des Königreichs Schweden
Q388602,Wahlbündnis,Zusammenschluss mehrerer Parteien oder Wählergruppen
Q3392853,Lungenerkrankung,Krankheit
Q572700,Amtsträger,berufliche Funktion des Öffentlichen Dienstes
Q2374149,Botaniker,"Person, die als Teilgebiet der Biologie die Pflanzen erforscht"
Q131512,Landwirt,"Person, die Landwirtschaft betreibt"
Q357279,Kultivierung,"Schaffung und Aufrechterhaltung von Bedingungen, die ein Wachstum von bestimmten Organismen gewährleisten"
Q204686,Wintersport,"Sportarten, die auf Schnee und Eis ausgeübt werden"
Q3266340,Rodeln,einen Berg mittels eines Rodels (Schlitten) hinunterfahren
Q317548,Erholungsort,Ortschaft mit guter Luft und gutem Klima und einer auf Tourismus ausgelegten Infrastruktur
Q1021290,Musikschule,"Bildungseinrichtung, in der Musik und die mit ihr in Verbindung stehenden Künste wie Tanz und Musiktheater unterrichtet werden"
Q41176,Gebäude,"Bauwerk, das Räume einschließt, betreten werden kann und zum Schutz von Menschen, Tieren oder Sachen dient"
Q1397808,Widerstandskämpfer,"Mensch, der sich gegen eine bestimmte, meist politische Macht engagiert"
Q162875,Mausoleum,monumentales Grabmal in Gebäudeform
Q8261,Roman,Langform der schriftlich fixierten Erzählung
Q1546270,Gridiron Football,Sammelbegriff für eine Reihe von Ballsportarten ähnlich dem American Football
Q4167410,Wikimedia-Begriffsklärungsseite,Seite mit Verweisen auf ähnlich lautende Lemmata mit verschiedenen Bedeutungen
Q199804,chronisch obstruktive Lungenerkrankung,Gruppe von Krankheiten der Lunge
Q2329,Chemie,"Naturwissenschaft von Aufbau, Eigenschaften und Umwandlung von Stoffen"
Q211690,London Borough,33 Stadtbezirke in Greater London mit Borough-Status
Q506680,Endemie,Begriff aus der Medizin
Q353172,Protozoeninfektion,Infektion durch Einzeller
Q3281402,Vektor-übertragende Krankheit,"Krankheit, die durch Vektoren übertragen wird"
Q16334295,Gruppe von Menschen,beliebige Menge von Menschen
Q4610556,Model,"Person, die sich aus künstlerischen oder kommerziellen Gründen abbilden oder filmen lässt, oder etwas präsentiert"
Q1298934,Synthie Pop,Stilrichtung innerhalb der elektronischen Tanzmusik
Q159334,weiterführende Schule,weiterführende Schulen nennt man verschiedene Gruppen von Schulen
Q846659,jüdischer Friedhof,Friedhof nach den Gesetzen des Judentums
Q55116,Stadtteil von Monaco,Verwaltungseinheit von Monaco
Q56061,administrativ-territoriale Entität,"Entität mit begrenztem Territorium, die zu administrativen Zwecken bestimmt wurde"
Q2264924,Hafenstadt,Stadt mit Seehafen
Q15042037,statistische Region,definierter geografischer Bereich der zu statistischen Zwecken gebildet wurde
Q5621421,Gesellschaft,Personenvereinigung auf Basis eines Gesellschaftsvertrags zur gemeinsamen Verfolgung eines gemeinsamen Zwecks
Q56876011,Privatunternehmen,Gegenteil von öffentliches Unternehmen
Q1799072,Methode,Verfahren in der Erkenntnistheorie
Q36649,Bildende Kunst,Sammelbegriff für die visuell gestaltenden Künste
Q3922583,Heilberuf,"Beruf, der sich mit der Behandlung von Krankheiten und Behinderungen auseinandersetzt ist"
Q22633,Germanen,ehemalige Stämme in Europa
Q1907114,Metropolregion,stark verdichteter Ballungsraum einer Metropole
Q5852411,Bundesstaat von Australien,Verwaltungseinheit in Australien
Q193840,Asphyxie,Medizinische Unterversorgung mit Sauerstoff
Q17156793,American Football-Verein,"Sportverein, wo Menschen American Football spielen"
Q14128148,Gridiron-Football-Spieler,American-Football- oder Canadian-Football-Spieler
Q180958,Fakultät,Abteilung als Lehr- und Verwaltungseinheit einer Hochschule
Q14904124,Schlüsselereignis (Schiffe),Schlüsselereignis für ein Schiff - Nutzung mit P793
Q4459228,Waren- und Dienstleistungsproduktion,beschreibt die Produktion von Waren und Dienstleistungen in der Wirtschaft
Q39631,Arzt,Heilberuf
Q640364,Munizipium,Verwaltungseinheit von Rumänien
Q5482740,Programmierer,"Person, welche Computerprogramme schreibt"
Q314676,meldepflichtige Krankheit,"übertragbare Infektionen, die einer Meldepflicht unterliegen"
Q18553247,primäre bakterielle Infektionskrankheit,durch Bakterien ausgelöste Krankheit
Q856076,Gemeinde in Finnland,Verwaltungseinheit in Finnland
Q11417,Kampfkunst,Techniken und Traditionen des Kampfes
Q676,Prosa,ungebundene Rede im Gegensatz zur Formulierung in Versen oder in bewusst rhythmischer Sprache
Q38072107,fiktionale Literatur,"Literatur, deren Inhalt zumindest teilweise frei erfunden ist und nicht Anspruch auf Sachlichkeit erhebt"
Q3769299,menschliches Verhalten,Aktivitäten und körperliche Reaktionen zwischen Menschen
Q228736,Materialwissenschaft,"interdisziplinäres Fachgebiet, das sich mit der Erforschung und Entwicklung von Materialien und Werkstoffen befasst"
Q622662,Schwerindustrie,"Sammelbegriff für Bergbau, Eisen- und Stahlindustrie"
Q4351403,Perkussionist,Musiker der Schlaginstrumente spielt
Q13580678,Mehrspartenverein,über mehr als eine Abteilung verfügender Sportverein
Q262166,Gemeinde in Deutschland,unterste Stufe des Verwaltungsaufbaus in Deutschland mit kommunaler Selbstverwaltung
Q19650003,Harmonikainstrument,Durchschlagzungeninstrument
Q520549,Geologe,"Naturwissenschaftler, der sich mit Geologie befasst"
Q15127838,Republik-Stadt,Verwaltungseinheit von Lettland
Q811122,Bauarbeiter,Arbeiter auf einem Bau
Q2052698,Parkfriedhof,"Friedhof, der sich am Konzept des englischen Landschaftsgartens orientiert"
Q59537665,Campusuniversität,Universität die auf einem oder mehreren zusammenhängenden Campus angesiedelt ist
Q28692502,Frauenrechtler,"Person, die die Rechte der Frauen verfechtet"
Q3721,Fraternities und Sororities,Studentenverbindungen in der angloamerikanischen Tradition
Q2438541,Todesart,Einteilung von Todesfällen als natürlich / nicht natürlich / ungeklärt
Q9687,Straßenverkehrsunfall,Schadensereignis mit ursächlicher Beteiligung von Verkehrsteilnehmern im Straßenverkehr
Q8454,Todesstrafe,Tötung eines Menschen als gesetzlich vorgesehene Strafe für ein Verbrechen
Q2140674,Schusswunde,"Verletzung, die durch ein Projektil verursacht wird"
Q1620945,Historisch afroamerikanische Colleges und Hochschulen,Bildungseinrichtungen in den Vereinigten Staaten
Q216613,Ski Nordisch,Sammelbegriff für skandinavische Skisportarten
Q7991,Naturwissenschaft,"Wissenschaft, die die Natur zum Gegenstand hat"
Q1664720,Institut,"Lehr- oder Forschungseinrichtung; kulturelle, künstlerische oder wirtschaftliche Organisation"
Q346549,Technische Hochschule,"Hochschule, deren Schwerpunkt auf den Natur- und Ingenieurwissenschaften liegt"
Q813912,Bedingung,"Teilaussage eines Satzes, die eine Folgerung oder Wirkung hervorruft"
Q1969448,Benennung,Versprachlichung eines Begriffs
Q1607826,Herausgeber,"Person oder Personengruppe, die Texte oder Werke von Autoren zur Publikation vorbereitet"
Q2516866,Verleger,"Leiter eines Verlages für Medien, häufig der Eigentümer oder Geschäftsführer"
Q25379,Bühnenwerk,"Dichtung, die auf der Bühne zur Aufführung gebracht wird"
Q7275,Staat,mehrdeutiger Begriff verschiedener Sozial- und Staatswissenschaften
Q185086,Kronbesitzungen der britischen Krone,"Gebiet, das direkt der britischen Krone unterstellt ist"
Q6540832,Liberal-Arts-College,Liberal-Arts-Colleges in den USA
Q1151067,Regel,in Übereinkunft für einen bestimmten Bereich festgelegte als verbindlich geltende Richtlinie
Q5994,Klavier,Tasteninstrument mit Saiten
Q11921029,Musikstil,"Einsatz der Instrumentation, Durchführung der Produktion sowie die Ausführung der musikalischen Ideen sind charakteristisch innerhalb des Genres"
Q27939,Gesang,musikalischer Gebrauch der menschlichen Stimme
Q42973,Architekt,"Person, die mit der Planung und Gestaltung von Gebäuden betreut ist und ihren Bau überwacht"
Q475027,Indogermanen,Sprecher der indogermanischen Ursprache
Q38058796,ausgestorbene Sprache,"historische Sprache, deren Sprecher ausgestorben sind"
Q19860,indogermanische Sprachen,indo-europäische Sprachfamilie
Q1925963,Grafiker,"Künstler, die Linien auf dem Papier durch verschiedene Zeichen- und Drucktechniken erzeugt"
Q1493752,Ganztagsschule,Schule mit ganztägigem Angebot
Q202648,Schiedsrichter,"Person, die in einem Sportwettkampf die Einhaltung der Regeln überwacht"
Q27032435,Hochschularchiv,Archiv einer Hochschule
Q6882870,Heilbad,spezialisierter Kurort
Q2912193,Speiseröhrenerkrankung,Erkrankung der Speiseröhre
Q43767805,Mehrkampf-Sportart,"Sportart, in der die Teilnehmer nacheinander verschiedene Sportdisziplinen absolvieren"
Q12406482,Humorist,"Künstler, der in seinen Werken Inhalte humoristisch abhandelt"
Q644687,Illustrator,"Person, die Druckerzeugnisse bebildert"
Q15977509,Industriedesigner,Formgestalter für Gebrauchsgegenstände
Q360341,hirnorganisches Syndrom,Krankheit
Q221096,Öffentlich-Private Partnerschaft,vertragliche Zusammenarbeit zwischen öffentlicher Hand und privatrechtlich organisierten Unternehmen
Q18805,Naturwissenschaftler,"Person, die die Natur und deren Geschichte im speziellen das Leben in Form von Tieren und Pflanzen erforscht (speziell in der Natur)"
Q593644,Chemiker,"Naturwissenschaftler, der sich mit Themen aus der Chemie befasst"
Q8341,Jazz,Musikrichtung
Q149621,Distrikt,administrative Einheit in manchen Ländern
Q38848,Metal,Stilrichtung der Musik
Q55640,primärer Wirtschaftssektor,Gesamtheit der mit Gewinnung von rohen Naturerzeugnissen bzw. Rohstoffen befassten Wirtschaftszweige
Q1328805,Knochentumor,Krebserkrankung
Q4941552,Knochenerkrankung,Krankheit
Q960543,Theaterwissenschaft,wissenschaftliche Beschäftigung mit theatralen Phänomenen von der Antike bis zur Gegenwart
Q2695280,Technik,Geplante Vorgehensweise und sachmittelgerechte Ausstattung zur Aufgabenerledigung.
Q615980,Pfarrei in Schweden,kirchliche Einheit in Schweden
Q156877,britannische Sprachen,keltische Sprachfamilie
Q327333,Behörde,staatliche Einrichtung
Q142714,Kartenspiel,"Spiel, bei dem Spielkarten der wesentliche Bestandteil des Spielmaterials sind"
Q1188693,Denksport,"Sport, bei dem die Denkleistung im Vordergrund steht"
Q40348,Rechtsanwalt,Berufsbezeichnung für einen juristischen Beistand
Q6337803,Neurowissenschaftler,"Person, die sich mit den Neurowissenschaften befasst"
Q6430706,Kritiker,"Person, die Dinge bewertet und dies kommuniziert"
Q20669622,Musikjournalist,Journalist mit dem Schwerpunkt Musik
Q14915627,Musikwissenschaftler,Beruf
Q929737,Lebererkrankung,Krankheit
Q18511725,Minderstadt,"Orte mit eingeschränktem Stadtrecht ohne Gerichtssitz, aber mit Marktrecht"
Q135436,école normale supérieure,wissenschaftliche Grandes écoles in frankophonen Ländern
Q3591586,EPSCP,Französisch Status einer Universität
Q131436,Brettspiel,Gesellschaftsspiel mit einem Spielbrett
Q573573,abstraktes Strategiespiel,Strategiespiel ohne aufgesetztes Thema und mit minimalem Glückseinfluss
Q43450,Gymnastik,Sport / allseitiges System zur Stärkung der Körperkräfte und Beweglichkeit
Q399495,Standardsprache,"Sprache, die über mindestens eine Standardvarietät neben ihren weiteren Varietäten verfügt"
Q462778,Außengebiet der Vereinigten Staaten,überseeische Hoheitsgebiete der USA
Q783733,„Unincorporated“ Außengebiete der Vereinigten Staaten,Unincorporated territories of the United States
Q1048835,politische Unterteilung,geographische Region mit eigener Verwaltung
Q1352230,Territorium der Vereinigten Staaten,"Gebiet, das der Regierungsgewalt der US-amerikanischen Bundesregierung untersteht, aber kein Bundesstaat oder Teil eines Bundesstaates ist"
Q179630,Syndrom,typische Kombination mehrerer gleichzeitig vorliegender Krankheitszeichen
Q2006636,wasserbürtige Krankheiten,mit dem Wasser übertragene Krankheiten
Q2453464,Kolitis,Krankheit
Q17412622,Automobilmarke,Marke eines Automobils
Q3779582,Mikrobiologe,"Person, welche die Eigenschaften von mikroskopisch kleinen Organismen untersucht"
Q50337,Präfektur von Japan,Verwaltungseinheit von 47 Präfekturen in Japan
Q223681,Apostasie,Abwendung von einer Religion durch einen förmlichen Akt
Q15995642,religiöser Anführer,Anführer einer religiösen Organisation
Q15956976,Zirrhose,Krankheitsgeschehen
Q192611,Wahlkreis,Teilraum eines Wahlgebietes
Q3889692,Musikhochschule,hochschulisches Lehrinstitut für die musikalische Berufsausbildung
Q428602,Vorbereitende Schule,"Schule, die auf ein Universitätsstudium vorbereitet"
Q9301,Serbokroatisch,südslawische Sprache
Q4897819,Rolle,Art der Teilnahme in einer Beziehung
Q333495,Absturz,"Unfall, der durch einen Fall aus einer erhöhten Position zustande kommt"
Q13414757,County von New York,Verwaltungseinheit in New York
Q3640160,Meeresbiologe,"Person, die sich mit Meeresbiologie befasst"
Q637846,Oberhaus,ständische oder parlamentarische Kammer in einem Zweikammersystem
Q158852,Dirigent,künstlerisch-musikalischer Leiter eines musizierenden Ensembles
Q1198887,Musikdirektor,Titel eines Orchesterleiters
Q47913,Nachrichtendienst,"Behörde, die Informationen mit nachrichtendienstlichen Mitteln sammelt und auswertet"
Q20857129,Universitätsbund,Zusammenschluss mehrerer tertiärer Bildungseinrichtungen unter einer Führung. Die Standorte können räumlich verteilt sein.
Q3286546,Atemwegserkrankung,Krankheit
Q11366,Alternative Rock,Musikstil
Q744913,Flugunfall,Unfall mit Beteiligung eines Luftfahrzeugs
Q193078,Trauma,"Schädigung, Verletzung oder Verwundung, die durch Gewalt von außen entsteht"
Q18553734,Myelom,Krebserkrankung des Knochenmarks
Q18558143,Leukozytenerkrankung,Erkrankung der weißen Blutkörperchen
Q703173,karlukischen Sprachen,Sprachgruppe
Q58968,Intellektueller,"Mensch, der wissenschaftlich, künstlerisch, philosophisch, religiös, literarisch oder journalistisch tätig ist, dort ausgewiesene Kompetenzen erworben hat und in öffentlichen Auseinandersetzungen kritisch oder affirmativ Position bezieht"
Q101333,Maschinenbau,Zweig der Industrie und klassische Ingenieurdisziplin
Q849424,Kapitän,Kommandant eines Schiffes
Q2045208,Internetpersönlichkeit,"Person, die durch das Internet bekannt geworden ist"
Q4110598,Video-Blogger,Blogger
Q319845,Investmentbank,Spezialbank
Q730038,Kreditinstitut,"Unternehmen, das Kreditgeschäfte betreibt"
Q21980538,kommerzielles Unternehmen,"Unternehmen, das mit Gewinnabsicht arbeitet im Gegensatz zu einem gemeinnützigen Unternehmen"
Q486972,Siedlung,"geographischer Ort, an dem Menschen zusammen leben"
Q7829892,Town in New Jersey,Verwaltungseinheit im US-Bundesstaat New Jersey
Q107231,Lähmung,"Funktionsminderung von Nerven, mit daraus folgenden motorischen oder sensiblen Ausfällen"
Q685433,Verkäufer,Beruf
Q2468727,Altertumswissenschaftler,"Person, die sich im Bereich der Klassischen Altertumswissenschaft betätigt"
Q1731155,Orientalist,Wissenschaftler auf dem Gebiet der Orientalistik
Q3621491,Archäologe,Beruf
Q13418253,Philologe,"Tätigkeit, Beruf"
Q15936497,Afrikanist,Experte auf dem Gebiet der Afrikanistik
Q4502142,bildliche Darstellung,"Kunstwerk, welches überwiegend visuell rezipiert wird"
Q47461344,schriftliches Werk,Werk in schriftlicher Form
Q106039,Christ,Angehöriger des Christentums
Q500050,Crosslauf,Leichtathletikdisziplin
Q423208,Privatschule,"Schule, die sich in der Verantwortung eines freien, nichtstaatlichen Schulträgers befindet"
Q7569,Kind,junger Mensch
Q902378,Pferdesport,"Teilbereich des Sports, der alle Sportarten umfasst, die mit dem Pferd als Partner ausgeübt werden"
Q493522,Gemeinde in Belgien,Verwaltungseinheit von Belgien
Q1616075,Fernsehsender,Organisation für die Produktion und Übertragung von Fernsehprogrammen
Q54935786,Mittlere kreisangehörige Stadt,Stadt mit Sonderstatus nach dem Kommunalrecht in einigen Ländern Deutschlands
Q10296912,bildgebendes Verfahren,Verfahren der Medizintechnik
