ID,label,description
Q708015,Jeff Waters,kanadischer Gitarrist
Q1339933,John Phillip Law,US-amerikanischer Schauspieler
Q65087,Justus Möser,deutscher Schriftsteller und Politiker
Q76632,Theodor Fontane,deutscher Schriftsteller
Q986362,Lin Fengmian,chinesischer Maler
Q962609,Ali-Ollie Woodson,US-amerikanischer Sänger
Q298766,Louis Renault,französischer Ingenieur und Unternehmer (1877-1944)
Q105083,August Freudenthal,deutscher Autor und Journalist
Q92719,Norbert Fuhr,deutscher Informatiker
Q91300,Arno Esch,deutscher Politiker (LDP)
Q58626,Karl Gebhardt,deutscher Chirurg und Leibarzt Heinrich Himmlers
Q156737,Christian-Albrechts-Universität zu Kiel,Universität in Deutschland
Q74660,Peter Hussing,deutscher Boxer (1948-2012)
Q519031,Stormtroopers of Death,US-amerikanische Band
Q231178,Gloria Steinem,US-amerikanische Feministin und Journalistin
Q17344952,Arachnologe,Forscher über Spinnentiere
Q4146803,Staatliches Institut für Kunstgeschichte,russische Forschungseinrichtung in Moskau
Q2086334,Philip Major,kanadischer Rennfahrer
Q132489,Amartya Sen,indischer Wirtschaftswissenschaftler und Philosoph
Q137208,Philippe Roy,kanadischer Politiker
Q1560156,Jiří Prošek,tschechischer Ingenieur
Q3894,Kampala,Hauptstadt von Uganda
Q436828,Joshua Harto,US-amerikanischer Schauspieler
Q95387,Norbert Geis,"deutscher Politiker, MdL und MdB"
Q2033834,Oskar Mahrenholtz,deutscher Ingenieur und Hochschullehrer
Q122033,Franz Jaeger,Schweizer Politiker und Ökonom
Q57737,Houston Stewart Chamberlain,antisemitischer englisch-deutscher Schriftsteller und Kulturphilosoph
Q82708,Church of England,Mutterkirche der Anglikanischen Gemeinschaft
Q1413977,Piaristengymnasium,Highschool in Rumänien
Q235098,Jeanne Marie Guyon du Chesnoy,Vertreterin des mystischen Quietismus (1648-1717)
Q348275,The TV Set,Film von Jake Kasdan (2006)
Q2589723,Fat Cat Records,englisches Plattenlabel
Q786046,Uday Prakash,"indischer Autor, Dichter und Fernsehproduzent"
Q719341,Ronald Ridenhour,US-amerikanischer Journalist im Vietnamkrieg
Q173012,British Racing Motors,britischer Motorsport-Rennstall
Q1711615,Jukkis Uotila,finnischer Jazz-Schlagzeuger
Q271117,Andrea Jung,US-amerikanische Managerin
Q919433,Krzysztof Varga,polnischer Schriftsteller
Q62356,Babatunde Fashola,nigerianischer Politiker
Q61722,Erich Mühsam,anarchistischer deutscher Schriftsteller und Publizist und Antimilitarist
Q103972,Filiz Polat,"deutsche Politikerin (GRÜNE), MdB"
Q674027,Finn Alnæs,norwegischer Schriftsteller
Q274400,88 Minuten,Film von Jon Avnet (2007)
Q1473615,Kent State University,Universität in den Vereinigten Staaten
Q116322,Fabio Pusterla,"italienisch-schweizerischer Schriftsteller, Übersetzer und Literaturkritiker"
Q102355,Gustav Adolf Neuber,deutscher Mediziner und Chirurg
Q155928,Avery Brundage,"US-amerikanischer Sportfunktionär, Unternehmer, Kunstmäzen und Leichtathlet"
Q797649,Babette Deutsch,"US-amerikanische Schriftstellerin, Übersetzerin und Literaturkritikerin"
Q57501,Christian Thomasius,deutscher Jurist und Philosoph
Q103002,Markus Maria Profitlich,deutscher Komiker
Q313814,Don S. Davis,US-amerikanischer Schauspieler
Q2347478,Steven Blaney,kanadischer Politiker
Q355175,Adeline Records,US-amerikanisches Musiklabel
Q4337,Rodger Bumpass,US-amerikanischer Synchronsprecher
Q537669,Erica Fischer,"österreichische Schriftstellerin, Journalistin und Übersetzerin"
Q2536632,W. Aubrey Thomas,US-amerikanischer Politiker (Republikanische Partei)
Q182744,Saint-Quentin,Stadt in Frankreich
Q189240,Kevin Garnett,US-amerikanischer Basketballspieler
Q92851,David A. Patterson,US-amerikanischer Informatiker
Q1724390,Theodor Ganzenmüller,deutscher Maschinenbau-Ingenieur und Hochschullehrer mit dem Spezialgebiet Brauereitechnik
Q4348206,Júlio Redecker,brasilianischer Politiker
Q283298,Reef the Lost Cauze,US-amerikanischer Hip-Hop-Künstler
Q77839,Jan Zweyer,deutscher Schriftsteller von Kriminalromanen und -kurzgeschichten
Q1371975,Mickey Avalon,US-amerikanischer Rapper
Q68711,Préverenges,Gemeinde in der Schweiz
Q105386,Wilhelm Storck,deutscher Germanist
Q110901,Christian Gryphius,Pädagoge und Schuldramatiker
Q3121373,Gustave van Zuylen,belgischer Politiker
Q710142,Leslie Phillips,britischer Schauspieler
Q91209,Hans von Schwerin-Löwitz,"deutscher Politiker, MdR und Offizier"
Q123724,Patrick Moraz,Progressive Rock-Musiker
Q62285,Henry Maske,deutscher Boxer
Q172044,Jennifer Garner,"US-amerikanische Schauspielerin, Filmproduzentin und Filmregisseurin"
Q879350,Bjarne Corydon,dänischer sozialdemokratischer Politiker
Q213706,Tom Selleck,US-amerikanischer Schauspieler
Q170606,Eva Mendes,US-amerikanische Schauspielerin und ein Model
Q125411,Wolfgang Ramadan,"deutscher Autor, Musiker, Schauspieler, Regisseur und Kulturreferent"
Q311999,Ferruccio Lamborghini,italienischer Autobauer und Vater der Automarke Lamborghini
Q431082,Mimi Gibson,US-amerikanische Schauspielerin
Q565293,Anne Frank,US-amerikanisch-tschechischer Spielfilm
Q2634274,Steve Russell,amerikanischer Informatiker
Q1384373,Henry Silva,US-amerikanischer Schauspieler
Q481811,Amy Alsop,kanadische Goalballspielerin
Q433149,Paula Garcés,US-amerikanische Schauspielerin kolumbianischer Abstammung
Q287923,Ashley Leggat,kanadische Schauspielerin
Q86941,Karl August von Heigel,"bayerischer Biograph, Dramatiker und Erzähler"
Q1029,Mosambik,Staat in Südostafrika
Q601577,Raúl Barboza,argentinischer Akkordeonist
Q131036,Scientology,umstrittene Sekte
Q214826,William Edward Boeing,US-amerikanischer Flugzeugkonstrukteur
Q441990,Vanna Bonta,US-amerikanische Schriftstellerin und Filmschauspielerin (1958-2014)
Q287784,Sara Lidman,schwedische Schriftstellerin (1923-2004)
Q99584,Rolf von Goth,deutscher Schauspieler
Q1638288,James Bieberkraut,deutscher Maler und Radierer
Q313501,Matthew Gray Gubler,US-amerikanischer Filmschauspieler und Filmemacher sowie Fotomodell
Q1317527,Otto Kienzle,"deutscher Ingenieur, Fertigungsplaner und Professor"
Q231194,Reina Tanaka,"japanische Musikerin, Mitglied der japanischen Girl-Group Morning Musume"
Q355397,K. K. Downing,britischer Mitgründer und Gitarrist der Heavy-Metal-Band Judas Priest
Q13513,Jean-Baptiste Say,französischer Ökonom und Geschäftsmann
Q78278,Karl von Gareis,"deutscher Jurist, Fachautor und Politiker (NLP), MdR"
Q674392,Tête Blanche,Berg in den Alpen
Q527881,Miranda Seymour,"britische Literaturwissenschaftlerin, Autorin und Biografin"
Q473773,David Low,"britischer politischer Karikaturist, Cartoonist und Illustrator"
Q65132,Dintikon,Gemeinde in der Schweiz
Q234388,Rebbie Jackson,US-amerikanische Sängerin und Musikerin
Q239187,Gemma Atkinson,britische Schauspielerin
Q1384236,Leopoldo Elia,italienischer Politiker
Q76483,Rainer Maria Rilke,"österreichischer Lyriker, Erzähler, Übersetzer und Romancier (1875-1926)"
Q206693,Alex Chilton,"US-amerikanischer Songwriter, Gitarrist, Sänger und Produzent"
Q1541977,Graham Waterhouse,englischer Komponist und Cellist
Q61109,Oskar Barnack,"deutscher Feinmechaniker, Kamerapionier, Entwickler der ersten Großserien-Kleinbildkamera"
Q1542710,Parti radical valoisien,französische Partei
Q1200053,Derek Lamb,britisch-kanadischer Trickfilmer und Dokumentarfilmer
Q11404,Trommel,Musikinstrument
Q66824,Eschenbach,"Gemeinde im Kanton St. Gallen, Schweiz"
Q68097,Davos,Gemeinde in der Schweiz
Q66343,Jacob Georg Christian Adler,"deutscher evangelischer Theologe, Pädagoge und Orientalist"
Q944323,Jeroen Brouwers,niederländischer Journalist und Schriftsteller
Q1356917,Ernie Konnyu,US-amerikanischer Politiker
Q91448,Ines Geipel,deutsche Leichtathletin und Schriftstellerin
Q4430,Cleopatra,Film von Joseph L. Mankiewicz
Q137106,Howard Walter Florey,australischer Pathologe
Q111998,Aloys zu Löwenstein-Wertheim-Rosenberg,"deutscher Politiker, MdR, Präsident des Zentralkomitees der deutschen Katholiken"
Q118349,Alex Kuprecht,Schweizer Politiker
Q3732316,Ernesto Quagliariello,italienischer Wissenschaftler
Q222628,Small Faces,englische Band
Q45229,Zac Efron,US-amerikanischer Schauspieler und Sänger
Q102297,Rudolph Dulon,deutscher Theologe und Revolutionär
Q240657,Ahmad Bourghani,iranischer Politiker und Journalist
Q37701,Bloemfontein,sechstgrößte Stadt in der Republik Südafrika
Q580014,Antiochos IV.,letzter König von Kommagene
Q185834,Zeit zu leben und Zeit zu sterben,Film von Douglas Sirk (1958)
Q18419,Brooklyn,Einer der fünf Stadtbezirke von New York City
Q283700,Chris Miller,"US-amerikanischer Synchronsprecher, Stimmenimitator und Schauspieler"
Q4002919,Ugo Volli,italienischer Wissenschaftler
Q96064,Carl Hueter,deutscher Chirurg und Hochschullehrer; MdR
Q327449,Michał Jach,"polnischer Politiker, Mitglied des Sejm"
Q9333,Laozi,chinesischer Philosoph
Q742333,Historienmalerei,Genre der Malerei
Q332497,Absolute Power,Film von Clint Eastwood (1997)
Q87346,Margarete Steffin,deutsche Schauspielerin und Schriftstellerin
Q719250,Yasutaka Tsutsui,japanischer Schriftsteller
Q465597,Gretchen Carlson,US-amerikanische Fernsehmoderatorin und ehemalige Miss America
Q3471083,Samuel Clegg,britischer Chemiker und Ingenieur
Q774447,Harry Hays,"kanadischer Unternehmer, Landwirt und Politiker"
Q470133,Rubem Fonseca,Brasilianischer Schriftsteller und Drehbuchautor
Q27496075,Idist,"Person, die die Sprache Ido spricht oder benutzt"
Q932884,Mika Vainio,finnischer Musiker
Q69071,Münchenbuchsee,Gemeinde im Kanton Bern in der Schweiz
Q159889,Petr Mach,tschechischer Politiker
Q371088,Ulrik Neumann,"dänischer Gitarrist, Sänger und Komponist"
Q107674,Eugen Siebecke,deutscher Oberbürgermeister von Marburg
Q120970,Fritz Dähn,"deutscher Maler, Politiker (SED), MdV und Hochschullehrer"
Q364070,Asko Künnap,estnischer Autor und Designer
Q29327,Der Tunnel,deutscher Fernsehfilm von Roland Suso Richter (2001)
Q119461,Nukata no Ōkimi,japanische Dichterin
Q1195714,Febo Conti,italienischer Schauspieler
Q36236,Malayalam,indische Sprache aus der dravidischen Sprachfamilie
Q9773265,Raquel Alonso,"spanische Wissenschaftlerin, Schriftstellerin und Botanikerin"
Q506743,Waltershausen,"Stadt in Thüringen, Deutschland"
Q459064,Maria Amelie,"russische Autorin, Immigrantin in Norwegen"
Q2580383,William Robertson Boggs,General der Konföderierten Staaten von Amerika im Amerikanischen Bürgerkrieg
Q933685,Jozef Miloslav Hurban,"slowakischer Schriftsteller, Journalist und Politiker"
Q154120,Anthony Munday,englischer Autor
Q7121,Schongau,"Gemeinde im Kanton Luzern, Schweiz"
Q98717,Ferdinand Möhring,"deutscher Komponist, Lieddichter, Dirigent und Organist"
Q98396,Norbert Geng,"deutscher Jurist, Hochschullehrer und Politiker (PDV)"
Q45239,Franz Xaver Kroetz,deutscher Schriftsteller und Schauspieler
Q35041,William McKinley,"US-amerikanischer Politiker, 25. Präsident der Vereinigten Staaten (1897–1901)"
Q319171,Abenteuer in Rio,Film von Philippe de Broca (1964)
Q939420,Jinzhou,chinesische Stadt in der Provinz Hebei
Q16688,Silvrettahorn,Berg in der Silvretta an der Grenze Vorarlberg / Graubünden
Q484523,Jared Leto,US-amerikanischer Schauspieler und Sänger
Q1394654,James Mercer,US-amerikanischer Musiker und Schauspieler
Q64400,Günter Kunert,deutscher Schriftsteller
Q4266,Partei der Regionen,politische Partei in der Ukraine
Q168517,Ismail Serageldin,ägyptischer Wirtschaftswissenschaftler
Q289014,Bad Guy,Südkoreanischer Spielfilm von Kim Ki-duk (2001)
Q296491,George Sanders,britischer Schauspieler
Q107922,Richard Brademann,deutscher Architekt und Baubeamter
Q106260,Ralf Schmitz,deutscher Comedian und Schauspieler
Q148,Volksrepublik China,Staat in Ostasien
Q187910,Veit Arnpeck,bayerischer Chronist
Q12937,Georges Fenech,französischer Richter und Politiker
Q537960,Milada Součková,tschechische Schriftstellerin und Literaturtheoretikerin
Q6673651,Literat,Beruf
Q65771078,Rocket Punch,Südkoreanische Girlgroup
Q341461,Carole Fredericks,US-amerikanische Sängerin
Q130779,Kim Stanley Robinson,amerikanischer Science-Fiction-Schriftsteller
Q167345,Jens Evensen,"norwegischer Politiker und Diplomat, Richter am Internationalen Gerichtshof (1985–1994)"
Q1395187,Ludwig Manfred Lommel,deutscher Humorist
Q194848,Margareta Pogonat,rumänische Schauspielerin
Q931641,Lasse Gjertsen,"norwegischer Animator, Musiker und Regisseur"
Q509174,Olga Wsewolodowna Iwinskaja,"russische Künstlermuse, Geliebte und Inspiration von Boris Pasternak"
Q640097,Electric Blues (Musikrichtung),Musik-Genre
Q2149333,Richard Doležal,"deutscher Ingenieur, Professor für Verfahrenstechnik"
Q157327,Silverchair,australische Rockband
Q118844,Wilhelm Pleyer,deutscher Autor
Q98285,Rolf Uesseler,deutscher Essayist und Aktivist
Q1904802,Martin Rennert,US-amerikanischer Musiker und Präsident der Universität der Künste Berlin
Q256671,Miranda July,"US-amerikanische Künstlerin, Regisseurin, Schauspielerin, Musikerin und Schriftstellerin"
Q1083,Salerno,italienische Hafenstadt
Q95370,Hermann Höpker-Aschoff,"deutscher Politiker (DDP, DStP, FDP), MdR, MdB und Präsident des Bundesverfassungsgerichts"
Q224224,August Spies,US-amerikanischer Arbeiterführer
Q88107,Olga Desmond,Tänzerin und Schauspielerin
Q533384,Mouvement Réformateur,belgische Partei
Q66506,Lupsingen,Gemeinde in der Schweiz
Q58680,Paschtu,ostiranischer Zweig der indogermanischen Sprachfamilie
Q233118,Traci Lords,US-amerikanische Schauspielerin und Musikerin
Q329434,Nightmare – Mörderische Träume,Film von Wes Craven und Sean S. Cunningham (1984)
Q532174,Jan Šverma,tschechischer Politiker
Q1263991,Duffy Power,britischer Pop- und Blues-Sänger
Q877366,Pierre Grégoire,"luxemburgischer Politiker, Journalist und Schriftsteller"
Q3742494,Akciová společnost,tschechische Form der Aktiengesellschaft
Q1875013,Ludwig Sebus,deutscher Sänger
Q66890,Rüthi,Gemeinde in der Schweiz
Q73410,Q’orianka Kilcher,US-amerikanische Schauspielerin
Q106209,Alice Salomon,liberale Sozialreformerin in der deutschen Frauenbewegung
Q90577,Christa Reinig,deutsche Schriftstellerin
Q2757,Lech Kaczyński,polnischer Politiker (* 18. Juni 1949)
Q88078,Inge Merkel,österreichische Schriftstellerin
Q12956,Gérard Collomb,französischer Politiker
Q99015,Christian Holsten,deutscher Schriftsteller und Vortragskünstler niederdeutscher Sprache
Q1251796,Doug MacLeod,"US-amerikanischer Bluessänger, -gitarrist und Songwriter"
Q224165,30 Winchester für El Diabolo,Film von Gianfranco Baldanello (1965)
Q230190,Samantha Morton,britische Schauspielerin und Filmregisseurin
Q65446,Schänis,Gemeinde in der Schweiz
Q382871,Russendisko,deutsche Filmkomödie aus dem Jahr 2012 von Regisseur Oliver Ziegenbalg
Q92220,Daniel Müller-Schott,"deutscher Musiker, Cellist"
Q10324089,Manuel de Abreu,"brasilianischer Arzt, Dichter und Radiologe"
Q109322,Else Ackermann,"deutsche Pharmakologin, Hochschullehrerin und Politikerin"
Q126920,Dirk Weiler,"deutscher Sänger, Schauspieler und Musicaldarsteller"
Q320941,Shemar Moore,US-amerikanischer Schauspieler
Q115559,Arnold Koller,Schweizer Politiker (CVP)
Q117738,Marianne Kleiner,Schweizer Politikerin
Q3958,Neubrandenburg,Stadt in Mecklenburg-Vorpommern
Q78419,Heinrich von Maltzan,deutscher Schriftsteller und Orientalist
Q296272,Pietro Aretino,italienischer Schriftsteller der Renaissance
Q200942,Swindon,Kleinstadt im Vereinigten Königreich
Q886828,Bluttat,deutsche Punkband
Q96540,Liselotte Eder,deutsche Schauspielerin und Übersetzerin
Q1443520,Frank Jürgen Krüger,deutscher Rockmusiker
Q70319,La Folliaz,Gemeinde in der Schweiz
Q3435805,Jørgen Meinich,norwegischer Geschäftsmann
Q66919,Wileroltigen,Gemeinde in der Schweiz
Q164813,Das Parfum – Die Geschichte eines Mörders,Film von Tom Tykwer (2006)
Q203738,Mishan,Stadt in China
Q55430,Zhang Yimou,"Chinesischer Schauspieler, Filmregisseur, Drehbuchautor und Filmproduzent"
Q162458,Beyond the Sea – Musik war sein Leben,Film von Kevin Spacey (2004)
Q174536,Lucius Cornelius Lentulus,römischer Konsul im Jahr 130 v. Chr.
Q16254300,Innocent Records,Musiklabel
Q647987,Schloss Gottorf,Schloss in Deutschland
Q163,Yorkshire,„Traditionelle Grafschaft“ in Nordengland
Q243610,Ukrainische Volksrepublik,historischer Staat
Q7232,Han Yuandi,chinesischer Kaiser der westlichen Han-Dynastie
Q1188786,Universität Kyūshū,Universität in Japan
Q152690,Maeve Binchy,irische Schriftstellerin und Kolumnistin
Q792834,Ayaz İshaki,panislamischer und pantürkischer Agitator und Journalist
Q460674,Ska-Punk,Stilrichtung aus Ska und Punkrock
Q317358,Michael Imperioli,US-amerikanischer Schauspieler italienischer Abstammung
Q816096,Belmont,"Stadt in Massachusetts, USA"
Q2942,Solingen,"Großstadt in Nordrhein-Westfalen, Deutschland"
Q103260,Johannes III.,Papst
Q1969763,Tomás Hirsch,chilenischer Politiker
Q211730,Evanna Lynch,irische Schauspielerin
Q87121,Jean-Pierre Mourer,französischer Politiker
Q1007,Guinea-Bissau,Staat in Afrika
Q37084,Johannes VI.,Kaiser von Byzanz
Q637388,Mike Keneally,US-amerikanischer Musiker
Q204019,M.I.A.,englische Sängerin
Q85283,Serge Falck,österreichischer Schauspieler
Q52937,Christina von Schweden,Königin von Schweden
Q3316353,Miss.Tic,"französische Streetartkünstlerin, Lyrikerin, Bildende Künstlerin und Performancekünstlerin"
Q2114605,Pharmakologe,"Naturwissenschaftler, der sich mit Themen aus der Pharmakologie befasst"
Q24790,Letitia Tyler,First Lady der USA
Q437015,Minnie Pearl,US-amerikanische Country-Komikerin
Q264991,"Das Jahr, in dem wir uns kennen lernten",Film (2008)
Q97667,Ernst von Wrisberg,"preußischer Offizier, zuletzt Generalmajor"
Q69639,Göschenen,Dorf und Gemeinde in der Schweiz
Q113830,Max Beer,österreichisch-deutscher Publizist und Historiker
Q738978,Kees A. Schouhamer Immink,niederländischer Elektrotechniker und Erfinder
Q173780,André Kostolany,"US-amerikanischer Finanzexperte, Journalist und Schriftsteller"
Q725049,Ohmae Kenichi,japanischer Unternehmensberater und Autor
Q128027,Giorgio Vasari,"italienischer Architekt, Hofmaler der Medici und Biograph italienischer Künstler"
Q92736,Anant Agarwal,indisch-US-amerikanischer Informatiker
Q131077,Yukio Hatoyama,japanischer Politiker
Q88312,Irene Eber,israelische Sinologin
Q548271,Henry Hyndman,englischer Schriftsteller und Politiker
Q979283,Compton I. White junior,US-amerikanischer Politiker
Q111401,Werner Hilpert,"deutscher Politiker (Zentrum, CDU), MdL, MdB"
Q1624701,Holidays Czech Airlines,tschechische Fluggesellschaft
Q589687,Chenies,Gemeinde in der englischen Grafschaft Buckinghamshire
Q1039759,Magnet,norwegischer Sänger-Songwriter
Q540273,Flughafen Catania,Flughafen in Italien
Q1319904,Claus Norreen,dänischer Musiker
Q274119,Stephanie Heinrich,US-amerikanisches Fotomodell
Q89041,Hermann Senkowsky,österreichischer Zollbeamter und SS-Führer
Q463901,Evangelos Zappas,griechischer Kaufmann und Mäzen
Q100200,Norbert Buske,"deutscher Theologe und Politiker, MdL"
Q187271,Loene Carmen,"australische Sängerin, Liedtexterin und Schauspielerin"
Q83716,Aer Lingus,Flag Carrier Irlands
Q213778,Karl Friedrich Bahrdt,deutscher evangelischer Theologe
Q1080748,Christian Lampert,deutscher Hornist
Q96160,Stefan Roloff,deutscher Videokünstler und Filmemacher
Q121287,Hans Egloff,Schweizer Politiker
Q541599,Dolores O'Riordan,irische Sängerin und Songwriterin
Q103076,Drehbuch,textliche Vorlage für einen Film
Q261566,Nicolas Jaar,chilenisch-amerikanischer Musiker
Q118488,Jacques Doniol-Valcroze,"französischer Filmkritiker, Drehbuchautor, Schauspieler und Filmregisseur"
Q93107,Pei-Yuan Wei,Software-Entwickler und Künstler
Q469927,Naomi Sims,US-amerikanisches Fotomodell
Q402179,Ahn Sung-ki,südkoreanischer Schauspieler
Q125376,Anne-Sophie Briest,deutsche Schauspielerin
Q78080,Moritz Busch,deutscher Publizist
Q77734,Doris Dörrie,"deutsche Filmregisseurin, Schriftstellerin und Filmproduzentin"
Q270966,Reggie Miller,US-amerikanischer Basketballspieler
Q101437,Pius II.,Papst (1458–1464)
Q1641788,University of Rhode Island,Universität in den Vereinigten Staaten
Q229325,Gina Gershon,US-amerikanische Schauspielerin
Q385798,Alarmstufe: Rot,Film von Andrew Davis (1992)
Q1929806,Michael Weston King,englischer Sänger und Songschreiber
Q144488,Universität Warschau,Universität in Polen
Q88732,Elia Barceló,spanische Schriftstellerin und Literaturwissenschaftlerin
Q232075,"Zwei Mann, ein Schwein und die Nacht von Paris",Film von Claude Autant-Lara
Q1109882,Collis P. Huntington,US-amerikanischer Eisenbahnmanager
Q314504,James May,britischer Moderator und Journalist
Q1093184,Eisberg,Buch von Clive Cussler
Q897432,Géza Szőcs,ungarischer Schriftsteller und Politiker
Q121456,Giacomo Furia,italienischer Schauspieler und Drehbuchautor
Q11237,Nelson Rockefeller,"US-amerikanischer Politiker, Gouverneur, Kunstsammler"
Q674155,Die Blauen und die Grauen,Fernsehserie
Q92513,Dietmar Kamper,"deutscher Philosoph, Schriftsteller und Kultursoziologe"
Q272804,Emmanuelle Bercot,"französische Schauspielerin, Drehbuchautorin und Regisseurin"
Q453691,Mr. Oizo,französischer Musiker und Filmemacher
Q539301,François-Benoît Hoffman,"französischer Dramatiker, Librettist und Journalist"
Q2065002,Pawel Pawlowitsch Borodin,russischer Politiker
Q108538,Benno Lemke,"deutscher Politiker, MdL"
Q45533,Sabrina Sabrok,argentinische Schauspielerin
Q615453,Charles Wilson,kanadischer Politiker und Unternehmer
Q74164,Erika Mann,deutsche Politikerin
Q3732177,Ernesto Bertarelli,"italienischer Wissenschaftler, Arzt und Journalist"
Q109712,Heinrich Kruse,"deutsch-nationaler Journalist, Dichter und Schriftsteller"
Q519289,Big Joe Williams,"US-amerikanischer Blues-Gitarrist, Sänger und Songschreiber"
Q1282562,Mark Kermode,englischer Filmkritiker
Q109819,Anna von Palen,deutsche Schauspielerin
Q249912,Ray Wilson,englischer Fußballspieler
Q1292739,Edward Jones Dome,Footballstadion in den Vereinigten Staaten
Q3118802,Robert Sapolsky,"amerikanischer Neuroendokrinologe, Professor der Biologie, Neurowissenschaft und Neurochirurgie an der Stanford University, Forscher, Wissenschaftler und Autor"
Q118108,Isabelle Kaiser,Schweizer Schriftstellerin
Q59115,Wissenschaftstheorie,Teilgebiet der Philosophie
Q74342,Fritz Reinhardt,"deutscher Politiker (NSDAP), MdR, Staatssekretär"
Q123559,al-Andalus,Geschichtlicher Name des Gebietes der iberischen Halbinsel unter muslimischer Herrschaft von 711 bis 1492.
Q274398,Édouard Montoute,französischer Schauspieler
Q486195,Xiva,Stadt in Usbekistan
Q151608,Claudio Abbado,italienischer Dirigent
Q295935,John Philip Sousa,US-amerikanischer Bandleader und Komponist
Q465679,Isaac Deutscher,polnisch-jüdischer marxistischer Schriftsteller und Journalist
Q731187,Simon Callow,britischer Schauspieler
Q171193,Lockout,Film von James Mather und Stephen St. Leger
Q107581,Georg Gaßmann,"deutscher Politiker (SPD), MdL, Oberbürgermeister von Marburg"
Q96336,Oda Schaefer,deutsche Schriftstellerin
Q152817,Gérard Desargues,französischer Mathematiker
Q1337480,Emilio Lozoya Austin,"mexikanischer Volkswirtschaftler, Politiker und"
Q481582,Juri Wladimirowitsch Lomonossow,russischer Eisenbahnpionier
Q558510,John DeLorean,US-amerikanischer Manager und Sportwagenbauer
Q933072,Satan,englische Metal-Band
Q98439,Jakob Guido Theodor Gülich,deutsch-dänischer Politiker und Jurist
Q262294,Keren Ann,französische Sängerin
Q1066789,Charlie Adams,US-amerikanischer Country-Musiker
Q5470,Tscheboksary,Hauptstadt der russischen Föderationsrepublik Tschuwaschien
Q446504,Eleonora de Fonseca Pimentel,italienische Dichterin
Q1677099,Jack LaLanne,US-amerikanischer Fitness-Agitator und Unternehmer
Q124710,Mutaib ibn Abd al-Aziz,saudi-arabischer Prinz aus dem Hause Saud
Q361295,Amor De Cosmos,kanadischer Politiker
Q233433,Rachelle Lefèvre,kanadische Schauspielerin
Q169082,"10 Dinge, die ich an Dir hasse",Film von Gil Junger (1999)
Q158768,René Coty,französischer Politiker und Präsident der französischen Vierten Republik
Q299190,Dirk Bogarde,Britischer Schauspieler und Schriftsteller
Q164492,Bala Garba-Jahumpa,gambischer Politiker
Q79140,Johannes Evangelist Haller,Kardinal und Fürsterzbischof von Salzburg
Q784265,Auswärtiger Ausschuss,Ausschuss des Deutschen Bundestages
Q3774719,Mónica Ridruejo,"Politiker, Mitglied des Europaparlaments"
Q51757,Der Ruf des Kaisers,Film von 2006
Q923638,Victor Carbone,brasilianischer Automobilrennfahrer
Q159369,Arcadius,Oströmischer Kaiser
Q298668,Lloyd Banks,US-amerikanischer Rapper
Q1678110,José Martínez,argentinischer Tango-Musiker und -Komponist
Q1528163,Giuseppe Belluzzo,italienischer Ingenieurwissenschaftler und Politiker
Q67418,Ernst Friedrich Herbert zu Münster,deutscher Staatsmann und Politiker im Dienste des Vereinigten Königreiches und des Hauses Hannover
Q106439,Stine Andresen,deutsche Dichterin
Q448111,Rebecca Saunders,englische Komponistin
Q1036964,Carl Barzilauskas,US-amerikanischer American-Football-Spieler
Q364047,Adolf Saager,Schweizer Journalist und Schriftsteller
Q443004,Liz Torres,"US-amerikanische Schauspielerin, Sängerin und Comedien"
Q57381,Haris Silajdžić,bosnisch-herzegowinischer Politiker und Historiker
Q1726,München,"Landeshauptstadt des Freistaates Bayern, Deutschland"
Q106274,Legnica,Stadt in Polen in der Wojewodschaft Niederschlesien
Q96972,Clemens von Podewils-Dürniz,bayerischer Politiker
Q1955150,Musikinstrumentenbauer,Hersteller von Musikinstrumenten
Q57301,Hans-Gert Pöttering,deutscher Politiker (CDU)
Q296828,Jacques Ibert,französischer Komponist
Q960474,Marc-Philippe Daubresse,"französischer Politiker, Mitglied der Nationalversammlung"
Q67780,Iffwil,Gemeinde in der Schweiz
Q933045,Karel van Wolferen,niederländischer Journalist und Hochschullehrer
Q654716,"Peter, Paul and Mary",US-amerikanische Band
Q360531,Mahershala Ali,Amerikanischer Schauspieler (geboren 1974)
Q241676,Noah Webster,"amerikanischer Lexikograf, Rechtschreibreformer, Publizist, Übersetzer und Schriftsteller"
Q311314,Sam Elliott,US-amerikanischer Schauspieler
Q1065078,Charles Jessel,britischer Rechtsanwalt und Manager
Q242332,Anne Bradstreet,amerikanische Dichterin
Q434900,Shirley Eaton,britische Schauspielerin
Q4132909,Filaret Iljitsch Galtschew,russischer Unternehmer
Q16048,Crailsheim,Stadt in Deutschland
Q2322707,Esteban Moctezuma,mexikanischer Politiker
Q219653,Joshua Jackson,kanadischer Schauspieler
Q3802,Hanau,Sechstgrößte Stadt in Hessen
Q291565,Mariana Ximenes,brasilianische Schauspielerin
Q4181791,Anna Iwanowna Schurawljowa,Literaturwissenschaftlerin (1938-2009)
Q131005,Air France,französische Fluggesellschaft
Q32678,William Taubman,US-amerikanischer Politikwissenschaftler
Q118310,Marina Carobbio Guscetti,Schweizer Politikerin
Q187216,Zeke Clements,"US-amerikanischer Country-Musiker, Schauspieler und Song-Schreiber"
Q1893889,Marcus Klingberg,polnischer KGB-Agent
